No,Branch_Code,Original_Name,Name,Name2,Generation,Type1,Type2,Ability1,Ability2,Ability_Hidden,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,image_url
905,905_0,Enamorus,Enamorus Incarnate Style,Enamorus-I,8,Fairy,Flying,Cute Charm,,Contrary,Legendary,,,74,115,70,135,80,106,580,https://img.pokemondb.net/artwork/large/enamorus-incarnate-style.jpg
905,905_1,Enamorus,Enamorus Therian Style,Enamorus-T,8,Fairy,Flying,Overcoat,,,Legendary,,,74,115,110,135,100,46,580,https://img.pokemondb.net/artwork/large/enamorus-therian-style.jpg
906,906_0,Sprigatito,Sprigatito,,9,Grass,,Overgrow,,Protean,Ordinary,,,40,61,54,45,45,65,310,https://img.pokemondb.net/artwork/large/sprigatito.jpg
907,907_0,Floragato,Floragato,,9,Grass,,Overgrow,,Protean,Ordinary,,,61,80,63,60,63,83,410,https://img.pokemondb.net/artwork/large/floragato.jpg
908,908_0,Meowscarada,Meowscarada,,9,Grass,Dark,Overgrow,,Protean,Ordinary,,,76,110,70,81,70,123,530,https://img.pokemondb.net/artwork/large/meowscarada.jpg
909,909_0,Fuecoco,Fuecoco,,9,Fire,,Blaze,,Unaware,Ordinary,,,67,45,59,63,40,36,310,https://img.pokemondb.net/artwork/large/fuecoco.jpg
910,910_0,Crocalor,Crocalor,,9,Fire,,Blaze,,Unaware,Ordinary,,,81,55,78,90,58,49,411,https://img.pokemondb.net/artwork/large/crocalor.jpg
911,911_0,Skeledirge,Skeledirge,,9,Fire,Ghost,Blaze,,Unaware,Ordinary,,,104,75,100,110,75,66,530,https://img.pokemondb.net/artwork/large/skeledirge.jpg
912,912_0,Quaxly,Quaxly,,9,Water,,Torrent,,Moxie,Ordinary,,,55,65,45,50,45,50,310,https://img.pokemondb.net/artwork/large/quaxly.jpg
913,913_0,Quaxwell,Quaxwell,,9,Water,,Torrent,,Moxie,Ordinary,,,70,85,65,65,60,65,410,https://img.pokemondb.net/artwork/large/quaxwell.jpg
914,914_0,Quaquaval,Quaquaval,,9,Water,Fighting,Torrent,,Moxie,Ordinary,,,85,120,80,85,75,85,530,https://img.pokemondb.net/artwork/large/quaquaval.jpg
915,915_0,Lechonk,Lechonk,,9,Normal,,Aroma Veil,Gluttony,Thick Fat,Ordinary,,,54,45,40,35,45,35,254,https://img.pokemondb.net/artwork/large/lechonk.jpg
916,916_0,Oinkologne,Oinkologne,,9,Normal,,Lingering Aroma,Gluttony,Thick Fat,Ordinary,,,110,100,75,59,80,65,489,https://img.pokemondb.net/artwork/large/oinkologne.jpg
916,916_1,Oinkologne,Oinkologne,,9,Normal,,Aroma Veil,Gluttony,Thick Fat,Ordinary,,,115,90,70,59,90,65,489,https://img.pokemondb.net/artwork/large/oinkologne.jpg
917,917_0,Tarountula,Tarountula,,9,Bug,,Insomnia,,Stakeout,Ordinary,,,35,41,45,29,40,20,210,https://img.pokemondb.net/artwork/large/tarountula.jpg
918,918_0,Spidops,Spidops,,9,Bug,,Insomnia,,Stakeout,Ordinary,,,60,79,92,52,86,35,404,https://img.pokemondb.net/artwork/large/spidops.jpg
919,919_0,Nymble,Nymble,,9,Bug,,Swarm,,Tinted Lens,Ordinary,,,33,46,40,21,25,45,210,https://img.pokemondb.net/artwork/large/nymble.jpg
920,920_0,Lokix,Lokix,,9,Bug,Dark,Swarm,,Tinted Lens,Ordinary,,,71,102,78,52,55,92,450,https://img.pokemondb.net/artwork/large/lokix.jpg
921,921_0,Pawmi,Pawmi,,9,Electric,,Static,Natural Cure,Iron Fist,Ordinary,,,45,50,20,40,25,60,240,https://img.pokemondb.net/artwork/large/pawmi.jpg
922,922_0,Pawmo,Pawmo,,9,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Ordinary,,,60,75,40,50,40,85,350,https://img.pokemondb.net/artwork/large/pawmo.jpg
923,923_0,Pawmot,Pawmot,,9,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Ordinary,,,70,115,70,70,60,105,490,https://img.pokemondb.net/artwork/large/pawmot.jpg
924,924_0,Tandemaus,Tandemaus,,9,Normal,,Run Away,Pickup,Own Tempo,Ordinary,,,50,50,45,40,45,75,305,https://img.pokemondb.net/artwork/large/tandemaus.jpg
925,925_0,Maushold,Maushold Family of Three,,9,Normal,,Friend Guard,Cheek Pouch,Technician,Ordinary,,,74,75,70,65,75,111,470,https://img.pokemondb.net/artwork/large/maushold-family-of-three.jpg
925,925_1,Maushold,Maushold Family of Four,,9,Normal,,Friend Guard,Cheek Pouch,Technician,Ordinary,,,74,75,70,65,75,111,470,https://img.pokemondb.net/artwork/large/maushold-family-of-four.jpg
926,926_0,Fidough,Fidough,,9,Fairy,,Own Tempo,,Klutz,Ordinary,,,37,55,70,30,55,65,312,https://img.pokemondb.net/artwork/large/fidough.jpg
927,927_0,Dachsbun,Dachsbun,,9,Fairy,,Well-Baked Body,,Aroma Veil,Ordinary,,,57,80,115,50,80,95,477,https://img.pokemondb.net/artwork/large/dachsbun.jpg
928,928_0,Smoliv,Smoliv,,9,Grass,Normal,Early Bird,,Harvest,Ordinary,,,41,35,45,58,51,30,260,https://img.pokemondb.net/artwork/large/smoliv.jpg
929,929_0,Dolliv,Dolliv,,9,Grass,Normal,Early Bird,,Harvest,Ordinary,,,52,53,60,78,78,33,354,https://img.pokemondb.net/artwork/large/dolliv.jpg
930,930_0,Arboliva,Arboliva,,9,Grass,Normal,Seed Sower,,Harvest,Ordinary,,,78,69,90,125,109,39,510,https://img.pokemondb.net/artwork/large/arboliva.jpg
931,931_0,Squawkabilly,Squawkabilly Green Plumage,,9,Normal,Flying,Intimidate,Guts,Guts,Ordinary,,,82,96,51,45,51,92,417,https://img.pokemondb.net/artwork/large/squawkabilly-green-plumage.jpg
931,931_1,Squawkabilly,Squawkabilly Blue Plumage,,9,Normal,Flying,Intimidate,Guts,Guts,Ordinary,,,82,96,51,45,51,92,417,https://img.pokemondb.net/artwork/large/squawkabilly-blue-plumage.jpg
931,931_2,Squawkabilly,Squawkabilly Yellow Plumage,,9,Normal,Flying,Intimidate,Guts,Sheer Force,Ordinary,,,82,96,51,45,51,92,417,https://img.pokemondb.net/artwork/large/squawkabilly-yellow-plumage.jpg
931,931_3,Squawkabilly,Squawkabilly White Plumage,,9,Normal,Flying,Intimidate,Guts,Sheer Force,Ordinary,,,82,96,51,45,51,92,417,https://img.pokemondb.net/artwork/large/squawkabilly-white-plumage.jpg
932,932_0,Nacli,Nacli,,9,Rock,,Purifying Salt,Sturdy,Clear Body,Ordinary,,,55,55,75,35,35,25,280,https://img.pokemondb.net/artwork/large/nacli.jpg
933,933_0,Naclstack,Naclstack,,9,Rock,,Purifying Salt,Sturdy,Clear Body,Ordinary,,,60,60,100,35,65,35,355,https://img.pokemondb.net/artwork/large/naclstack.jpg
934,934_0,Garganacl,Garganacl,,9,Rock,,Purifying Salt,Sturdy,Clear Body,Ordinary,,,100,100,130,45,90,35,500,https://img.pokemondb.net/artwork/large/garganacl.jpg
935,935_0,Charcadet,Charcadet,,9,Fire,,Flash Fire,,Flame Body,Ordinary,,,40,50,40,50,40,35,255,https://img.pokemondb.net/artwork/large/charcadet.jpg
936,936_0,Armarouge,Armarouge,,9,Fire,Psychic,Flash Fire,,Weak Armor,Ordinary,,,85,60,100,125,80,75,525,https://img.pokemondb.net/artwork/large/armarouge.jpg
937,937_0,Ceruledge,Ceruledge,,9,Fire,Ghost,Flash Fire,,Weak Armor,Ordinary,,,75,125,80,60,100,85,525,https://img.pokemondb.net/artwork/large/ceruledge.jpg
938,938_0,Tadbulb,Tadbulb,,9,Electric,,Own Tempo,Static,Damp,Ordinary,,,61,31,41,59,35,45,272,https://img.pokemondb.net/artwork/large/tadbulb.jpg
939,939_0,Bellibolt,Bellibolt,,9,Electric,,Electromorphosis,Static,Damp,Ordinary,,,109,64,91,103,83,45,495,https://img.pokemondb.net/artwork/large/bellibolt.jpg
940,940_0,Wattrel,Wattrel,,9,Electric,Flying,Wind Power,Volt Absorb,Competitive,Ordinary,,,40,40,35,55,40,70,280,https://img.pokemondb.net/artwork/large/wattrel.jpg
941,941_0,Kilowattrel,Kilowattrel,,9,Electric,Flying,Wind Power,Volt Absorb,Competitive,Ordinary,,,70,70,60,105,60,125,490,https://img.pokemondb.net/artwork/large/kilowattrel.jpg
942,942_0,Maschiff,Maschiff,,9,Dark,,Intimidate,Run Away,Stakeout,Ordinary,,,60,78,60,40,51,51,340,https://img.pokemondb.net/artwork/large/maschiff.jpg
943,943_0,Mabosstiff,Mabosstiff,,9,Dark,,Intimidate,Guard Dog,Stakeout,Ordinary,,,80,120,90,60,70,85,505,https://img.pokemondb.net/artwork/large/mabosstiff.jpg
944,944_0,Shroodle,Shroodle,,9,Poison,Normal,Unburden,Pickpocket,Prankster,Ordinary,,,40,65,35,40,35,75,290,https://img.pokemondb.net/artwork/large/shroodle.jpg
945,945_0,Grafaiai,Grafaiai,,9,Poison,Normal,Unburden,Poison Touch,Prankster,Ordinary,,,63,95,65,80,72,110,485,https://img.pokemondb.net/artwork/large/grafaiai.jpg
946,946_0,Bramblin,Bramblin,,9,Grass,Ghost,Wind Rider,,Infiltrator,Ordinary,,,40,65,30,45,35,60,275,https://img.pokemondb.net/artwork/large/bramblin.jpg
947,947_0,Brambleghast,Brambleghast,,9,Grass,Ghost,Wind Rider,,Infiltrator,Ordinary,,,55,115,70,80,70,90,480,https://img.pokemondb.net/artwork/large/brambleghast.jpg
948,948_0,Toedscool,Toedscool,,9,Ground,Grass,Mycelium Might,,,Ordinary,,,40,40,35,50,100,70,335,https://img.pokemondb.net/artwork/large/toedscool.jpg
949,949_0,Toedscruel,Toedscruel,,9,Ground,Grass,Mycelium Might,,,Ordinary,,,80,70,65,80,120,100,515,https://img.pokemondb.net/artwork/large/toedscruel.jpg
950,950_0,Klawf,Klawf,,9,Rock,,Anger Shell,Shell Armor,Regenerator,Ordinary,,,70,100,115,35,55,75,450,https://img.pokemondb.net/artwork/large/klawf.jpg
951,951_0,Capsakid,Capsakid,,9,Grass,,Chlorophyll,Insomnia,Klutz,Ordinary,,,50,62,40,62,40,50,304,https://img.pokemondb.net/artwork/large/capsakid.jpg
952,952_0,Scovillain,Scovillain,,9,Grass,Fire,Chlorophyll,Insomnia,Moody,Ordinary,,,65,108,65,108,65,75,486,https://img.pokemondb.net/artwork/large/scovillain.jpg
953,953_0,Rellor,Rellor,,9,Bug,,Compound Eyes,,Shed Skin,Ordinary,,,41,50,60,31,58,30,270,https://img.pokemondb.net/artwork/large/rellor.jpg
954,954_0,Rabsca,Rabsca,,9,Bug,Psychic,Synchronize,,Telepathy,Ordinary,,,75,50,85,115,100,45,470,https://img.pokemondb.net/artwork/large/rabsca.jpg
955,955_0,Flittle,Flittle,,9,Psychic,,Anticipation,Frisk,Speed Boost,Ordinary,,,30,35,30,55,30,75,255,https://img.pokemondb.net/artwork/large/flittle.jpg
956,956_0,Espathra,Espathra,,9,Psychic,,Opportunist,Frisk,Speed Boost,Ordinary,,,95,60,60,101,60,105,481,https://img.pokemondb.net/artwork/large/espathra.jpg
957,957_0,Tinkatink,Tinkatink,,9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Ordinary,,,50,45,45,35,64,58,297,https://img.pokemondb.net/artwork/large/tinkatink.jpg
958,958_0,Tinkatuff,Tinkatuff,,9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Ordinary,,,65,55,55,45,82,78,380,https://img.pokemondb.net/artwork/large/tinkatuff.jpg
959,959_0,Tinkaton,Tinkaton,,9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Ordinary,,,85,75,77,70,105,94,506,https://img.pokemondb.net/artwork/large/tinkaton.jpg
960,960_0,Wiglett,Wiglett,,9,Water,,Gooey,Rattled,Sand Veil,Ordinary,,,10,55,25,35,25,95,245,https://img.pokemondb.net/artwork/large/wiglett.jpg
961,961_0,Wugtrio,Wugtrio,,9,Water,,Gooey,Rattled,Sand Veil,Ordinary,,,35,100,50,50,70,120,425,https://img.pokemondb.net/artwork/large/wugtrio.jpg
962,962_0,Bombirdier,Bombirdier,,9,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,Ordinary,,,70,103,85,60,85,82,485,https://img.pokemondb.net/artwork/large/bombirdier.jpg
963,963_0,Finizen,Finizen,,9,Water,,Water Veil,,,Ordinary,,,70,45,40,45,40,75,315,https://img.pokemondb.net/artwork/large/finizen.jpg
964,964_0,Palafin,Palafin Zero Form,,9,Water,,Zero to Hero,,,Ordinary,,,100,70,72,53,62,100,457,https://img.pokemondb.net/artwork/large/palafin-zero-form.jpg
964,964_1,Palafin,Palafin Hero Form,,9,Water,,Zero to Hero,,,Ordinary,,,100,160,97,106,87,100,650,https://img.pokemondb.net/artwork/large/palafin-hero-form.jpg
965,965_0,Varoom,Varoom,,9,Steel,Poison,Overcoat,,Slow Start,Ordinary,,,45,70,63,30,45,47,300,https://img.pokemondb.net/artwork/large/varoom.jpg
966,966_0,Revavroom,Revavroom,,9,Steel,Poison,Overcoat,,Filter,Ordinary,,,80,119,90,54,67,90,500,https://img.pokemondb.net/artwork/large/revavroom.jpg
967,967_0,Cyclizar,Cyclizar,,9,Dragon,Normal,Shed Skin,,Regenerator,Ordinary,,,70,95,65,85,65,121,501,https://img.pokemondb.net/artwork/large/cyclizar.jpg
968,968_0,Orthworm,Orthworm,,9,Steel,,Earth Eater,,Sand Veil,Ordinary,,,70,85,145,60,55,65,480,https://img.pokemondb.net/artwork/large/orthworm.jpg
969,969_0,Glimmet,Glimmet,,9,Rock,Poison,Toxic Debris,,Corrosion,Ordinary,,,48,35,42,105,60,60,350,https://img.pokemondb.net/artwork/large/glimmet.jpg
970,970_0,Glimmora,Glimmora,,9,Rock,Poison,Toxic Debris,,Corrosion,Ordinary,,,83,55,90,130,81,86,525,https://img.pokemondb.net/artwork/large/glimmora.jpg
971,971_0,Greavard,Greavard,,9,Ghost,,Pickup,,Fluffy,Ordinary,,,50,61,60,30,55,34,290,https://img.pokemondb.net/artwork/large/greavard.jpg
972,972_0,Houndstone,Houndstone,,9,Ghost,,Sand Rush,,Fluffy,Ordinary,,,72,101,100,50,97,68,488,https://img.pokemondb.net/artwork/large/houndstone.jpg
973,973_0,Flamigo,Flamigo,,9,Flying,Fighting,Scrappy,Tangled Feet,Costar,Ordinary,,,82,115,74,75,64,90,500,https://img.pokemondb.net/artwork/large/flamigo.jpg
974,974_0,Cetoddle,Cetoddle,,9,Ice,,Thick Fat,Snow Cloak,Sheer Force,Ordinary,,,108,68,45,30,40,43,334,https://img.pokemondb.net/artwork/large/cetoddle.jpg
975,975_0,Cetitan,Cetitan,,9,Ice,,Thick Fat,Slush Rush,Sheer Force,Ordinary,,,170,113,65,45,55,73,521,https://img.pokemondb.net/artwork/large/cetitan.jpg
976,976_0,Veluza,Veluza,,9,Water,Psychic,Mold Breaker,,Sharpness,Ordinary,,,90,102,73,78,65,70,478,https://img.pokemondb.net/artwork/large/veluza.jpg
977,977_0,Dondozo,Dondozo,,9,Water,,Unaware,Oblivious,Water Veil,Ordinary,,,150,100,115,65,65,35,530,https://img.pokemondb.net/artwork/large/dondozo.jpg
978,978_0,Tatsugiri,Tatsugiri Curly Form,,9,Dragon,Water,Commander,,Storm Drain,Ordinary,,,68,50,60,120,95,82,475,https://img.pokemondb.net/artwork/large/tatsugiri-curly-form.jpg
978,978_1,Tatsugiri,Tatsugiri Droopy Form,,9,Dragon,Water,Commander,,Storm Drain,Ordinary,,,68,50,60,120,95,82,475,https://img.pokemondb.net/artwork/large/tatsugiri-droopy-form.jpg
978,978_2,Tatsugiri,Tatsugiri Stretchy Form,,9,Dragon,Water,Commander,,Storm Drain,Ordinary,,,68,50,60,120,95,82,475,https://img.pokemondb.net/artwork/large/tatsugiri-stretchy-form.jpg
979,979_0,Annihilape,Annihilape,,9,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Ordinary,,,110,115,80,50,90,90,535,https://img.pokemondb.net/artwork/large/annihilape.jpg
980,980_0,Clodsire,Clodsire,,9,Poison,Ground,Poison Point,Water Absorb,Unaware,Ordinary,,,130,75,60,45,100,20,430,https://img.pokemondb.net/artwork/large/clodsire.jpg
981,981_0,Farigiraf,Farigiraf,,9,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Ordinary,,,120,90,70,110,70,60,520,https://img.pokemondb.net/artwork/large/farigiraf.jpg
982,982_0,Dudunsparce,Dudunsparce Two-Segment Form,,9,Normal,,Serene Grace,Run Away,Rattled,Ordinary,,,125,100,80,85,75,55,520,https://img.pokemondb.net/artwork/large/dudunsparce-two-segment.jpg
982,982_1,Dudunsparce,Dudunsparce Three-Segment Form,,9,Normal,,Serene Grace,Run Away,Rattled,Ordinary,,,125,100,80,85,75,55,520,https://img.pokemondb.net/artwork/large/dudunsparce-three-segment.jpg
983,983_0,Kingambit,Kingambit,,9,Dark,Steel,Defiant,Supreme Overlord,Pressure,Ordinary,,,100,135,120,60,85,50,550,https://img.pokemondb.net/artwork/large/kingambit.jpg
984,984_0,Great Tusk,Great Tusk,,9,Ground,Fighting,Protosynthesis,,,Paradox Pokémon,,,115,131,131,53,53,87,570,https://img.pokemondb.net/artwork/large/great-tusk.jpg
985,985_0,Scream Tail,Scream Tail,,9,Fairy,Psychic,Protosynthesis,,,Paradox Pokémon,,,115,65,99,65,115,111,570,https://img.pokemondb.net/artwork/large/scream-tail.jpg
986,986_0,Brute Bonnet,Brute Bonnet,,9,Grass,Dark,Protosynthesis,,,Paradox Pokémon,,,111,127,99,79,99,55,570,https://img.pokemondb.net/artwork/large/brute-bonnet.jpg
987,987_0,Flutter Mane,Flutter Mane,,9,Ghost,Fairy,Protosynthesis,,,Paradox Pokémon,,,55,55,55,135,135,135,570,https://img.pokemondb.net/artwork/large/flutter-mane.jpg
988,988_0,Slither Wing,Slither Wing,,9,Bug,Fighting,Protosynthesis,,,Paradox Pokémon,,,85,135,79,85,105,81,570,https://img.pokemondb.net/artwork/large/slither-wing.jpg
989,989_0,Sandy Shocks,Sandy Shocks,,9,Electric,Ground,Protosynthesis,,,Paradox Pokémon,,,85,81,97,121,85,101,570,https://img.pokemondb.net/artwork/large/sandy-shocks.jpg
990,990_0,Iron Treads,Iron Treads,,9,Ground,Steel,Quark Drive,,,Paradox Pokémon,,,90,112,120,72,70,106,570,https://img.pokemondb.net/artwork/large/iron-treads.jpg
991,991_0,Iron Bundle,Iron Bundle,,9,Ice,Water,Quark Drive,,,Paradox Pokémon,,,56,80,114,124,60,136,570,https://img.pokemondb.net/artwork/large/iron-bundle.jpg
992,992_0,Iron Hands,Iron Hands,,9,Fighting,Electric,Quark Drive,,,Paradox Pokémon,,,154,140,108,50,68,50,570,https://img.pokemondb.net/artwork/large/iron-hands.jpg
993,993_0,Iron Jugulis,Iron Jugulis,,9,Dark,Flying,Quark Drive,,,Paradox Pokémon,,,94,80,86,122,80,108,570,https://img.pokemondb.net/artwork/large/iron-jugulis.jpg
994,994_0,Iron Moth,Iron Moth,,9,Fire,Poison,Quark Drive,,,Paradox Pokémon,,,80,70,60,140,110,110,570,https://img.pokemondb.net/artwork/large/iron-moth.jpg
995,995_0,Iron Thorns,Iron Thorns,,9,Rock,Electric,Quark Drive,,,Paradox Pokémon,,,100,134,110,70,84,72,570,https://img.pokemondb.net/artwork/large/iron-thorns.jpg
996,996_0,Frigibax,Frigibax,,9,Dragon,Ice,Thermal Exchange,,Ice Body,Ordinary,,,65,75,45,35,45,55,320,https://img.pokemondb.net/artwork/large/frigibax.jpg
997,997_0,Arctibax,Arctibax,,9,Dragon,Ice,Thermal Exchange,,Ice Body,Ordinary,,,90,95,66,45,65,62,423,https://img.pokemondb.net/artwork/large/arctibax.jpg
998,998_0,Baxcalibur,Baxcalibur,,9,Dragon,Ice,Thermal Exchange,,Ice Body,Ordinary,,,115,145,92,75,86,87,600,https://img.pokemondb.net/artwork/large/baxcalibur.jpg
999,999_0,Gimmighoul,Gimmighoul Chest Form,,9,Ghost,,Rattled,,,Ordinary,,,45,30,70,75,70,10,300,https://img.pokemondb.net/artwork/large/gimmighoul-chest-form.jpg
999,999_1,Gimmighoul,Gimmighoul Roaming Form,,9,Ghost,,Run Away,,,Ordinary,,,45,30,25,75,45,80,300,https://img.pokemondb.net/artwork/large/gimmighoul-roaming-form.jpg
1000,1000_0,Gholdengo,Gholdengo,,9,Steel,Ghost,Good as Gold,,,Ordinary,,,87,60,95,133,91,84,550,https://img.pokemondb.net/artwork/large/gholdengo.jpg
1001,1001_0,Wo-Chien,Wo-Chien,,9,Dark,Grass,Tablets of Ruin,,,Legendary,,,85,85,100,95,135,70,570,https://img.pokemondb.net/artwork/large/wo-chien.jpg
1002,1002_0,Chien-Pao,Chien-Pao,,9,Dark,Ice,Sword of Ruin,,,Legendary,,,80,120,80,90,65,135,570,https://img.pokemondb.net/artwork/large/chien-pao.jpg
1003,1003_0,Ting-Lu,Ting-Lu,,9,Dark,Ground,Vessel of Ruin,,,Legendary,,,155,110,125,55,80,45,570,https://img.pokemondb.net/artwork/large/ting-lu.jpg
1004,1004_0,Chi-Yu,Chi-Yu,,9,Dark,Fire,Beads of Ruin,,,Legendary,,,55,80,80,135,120,100,570,https://img.pokemondb.net/artwork/large/chi-yu.jpg
1005,1005_0,Roaring Moon,Roaring Moon,,9,Dragon,Dark,Protosynthesis,,,Paradox Pokémon,,,105,139,71,55,101,119,590,https://img.pokemondb.net/artwork/large/roaring-moon.jpg
1006,1006_0,Iron Valiant,Iron Valiant,,9,Fairy,Fighting,Quark Drive,,,Paradox Pokémon,,,74,130,90,120,60,116,590,https://img.pokemondb.net/artwork/large/iron-valiant.jpg
1007,1007_0,Koraidon,Koraidon,,9,Fighting,Dragon,Orichalcum Pulse,,,Legendary,,,100,135,115,85,100,135,670,https://img.pokemondb.net/artwork/large/koraidon.jpg
1008,1008_0,Miraidon,Miraidon,,9,Electric,Dragon,Hadron Engine,,,Legendary,,,100,85,100,135,115,135,670,https://img.pokemondb.net/artwork/large/miraidon.jpg
1009,1009_0,Walking Wake,Walking Wake,,9,Water,Dragon,Protosynthesis,,,Paradox Pokémon,,,99,83,91,125,83,109,590,https://img.pokemondb.net/artwork/large/walking-wake.jpg
1010,1010_0,Iron Leaves,Iron Leaves,,9,Grass,Psychic,Quark Drive,,,Paradox Pokémon,,,90,130,88,70,108,104,590,https://img.pokemondb.net/artwork/large/iron-leaves.jpg
1011,1011_0,Dipplin,Dipplin,,9,Grass,Dragon,Ripen,,Gluttony,Regular,0,,80,80,110,95,80,40,485,https://img.pokemondb.net/artwork/large/dipplin.jpg
1012,1012_0,Poltchageist,Poltchageist,,9,Grass,Ghost,Hospitality,,Heatproof,Regular,0,,40,45,45,74,54,50,308,https://img.pokemondb.net/artwork/large/poltchageist.jpg
1013,1013_0,Sinistcha,Sinistcha,,9,Grass,Ghost,Hospitality,,Heatproof,Regular,0,,71,60,106,121,80,70,508,https://img.pokemondb.net/artwork/large/sinistcha.jpg
1014,1014_0,Okidogi,Okidogi,,9,Poison,Fighting,Toxic Chain,,Guard Dog,Legendary,0,,88,128,115,58,86,80,555,https://img.pokemondb.net/artwork/large/okidogi.jpg
1015,1015_0,Munkidori,Munkidori,,9,Poison,Psychic,Toxic Chain,,Frisk,Legendary,0,,88,75,66,130,90,106,555,https://img.pokemondb.net/artwork/large/munkidori.jpg
1016,1016_0,Fezandipiti,Fezandipiti,,9,Poison,Fairy,Toxic Chain,,Technician,Legendary,0,,88,91,82,70,125,99,555,https://img.pokemondb.net/artwork/large/fezandipiti.jpg
1017,1017_0,Ogerpon,Ogerpon (Teal Mask),Ogerpon-G,9,Grass,,Defiant,,Pickup,Legendary,0,Teal Mask,80,120,84,60,96,110,550,https://img.pokemondb.net/artwork/large/ogerpon-teal.jpg
1017,1017_1,Ogerpon,Ogerpon (Wellspring Mask),Ogerpon-W,9,Grass,Water,Water Absorb,,Pickup,Legendary,0,Wellspring Mask,80,120,84,60,96,110,550,https://img.pokemondb.net/artwork/large/ogerpon-wellspring.jpg
1017,1017_2,Ogerpon,Ogerpon (Hearthflame Mask),Ogerpon-F,9,Grass,Fire,Mold Breaker,,Pickup,Legendary,0,Hearthflame Mask,80,120,84,60,96,110,550,https://img.pokemondb.net/artwork/large/ogerpon-hearthflame.jpg
1017,1017_3,Ogerpon,Ogerpon (Cornerstone Mask),Ogerpon-R,9,Grass,Rock,Sturdy,,Pickup,Legendary,0,Cornerstone Mask,80,120,84,60,96,110,550,https://img.pokemondb.net/artwork/large/ogerpon-cornerstone.jpg
1018,1018_0,Archaludon,Archaludon,,9,Steel,Dragon,Stamina,,Sturdy,Regular,0,,90,105,130,125,65,85,600,https://img.pokemondb.net/artwork/large/archaludon.jpg
1019,1019_0,Hydrapple,Hydrapple,,9,Grass,Dragon,Supersweet Syrup,,Sticky Hold,Regular,0,,106,80,110,120,80,44,540,https://img.pokemondb.net/artwork/large/hydrapple.jpg
1020,1020_0,Gouging Fire,Gouging Fire,,9,Fire,Dragon,Protosynthesis,,,Paradox Pokémon,0,,105,115,121,65,93,91,590,https://img.pokemondb.net/artwork/large/gouging-fire.jpg
1021,1021_0,Raging Bolt,Raging Bolt,,9,Electric,Dragon,Protosynthesis,,,Paradox Pokémon,0,,125,73,91,137,89,75,590,https://img.pokemondb.net/artwork/large/raging-bolt.jpg
1022,1022_0,Iron Boulder,Iron Boulder,,9,Rock,Psychic,Quark Drive,,,Paradox Pokémon,0,,90,120,80,68,108,124,590,https://img.pokemondb.net/artwork/large/iron-boulder.jpg
1023,1023_0,Iron Crown,Iron Crown,,9,Steel,Psychic,Quark Drive,,,Paradox Pokémon,0,,90,72,100,122,108,98,590,https://img.pokemondb.net/artwork/large/iron-crown.jpg
1024,1024_0,Terapagos,Terapagos (Normal Form),,9,Normal,,Tera Shell,,,Legendary,0,Normal Form,90,65,85,65,85,60,450,https://img.pokemondb.net/artwork/large/terapagos-(normal-form).jpg
1024,1024_1,Terapagos,Terapagos (Terastal Form),Terapagos-T,9,Normal,,Tera Shell,,,Legendary,0,Terastal Form,160,105,110,130,110,85,700,https://img.pokemondb.net/artwork/large/terapagos-(terastal-form).jpg
1025,1025_0,Pecharunt,Pecharunt,,9,Poison,Ghost,Poisonguard,,Technician,Mythical,0,,88,88,160,88,88,88,600,https://img.pokemondb.net/artwork/large/pecharunt.jpg
